"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"100-550","01","0","0","0","0","CC"
"100-550","02","45","0","0","0","CC"
"100-550","03","0","0","0","0",""
"100-550-10","02","1","0","0","0","RP"
"100-550-10","03","0","0","0","0",""
"100-550A","01","0","0","0","0","CC"
"100-550A","02","22","0","0","0","CC"
"100-550A","03","0","0","0","0",""
"100-560","00","0","0","0","0",""
"100-560","01","0","0","0","0","CC"
"100-560","02","5","0","0","0","CC"
"100-560","03","0","0","0","0",""
"100-560-10","02","2","0","0","0","RP"
"100-560-10","03","0","0","0","0",""
"100-560B","02","0","0","0","0",""
"100-560B","03","0","0","0","0",""
"100-570","01","0","0","0","0","CC"
"100-570","02","102","0","0","0","CC"
"100-570","03","0","0","0","0",""
"100-570A","01","0","0","0","0","RI"
"100-570A","02","0","0","0","0",""
"100-570A","03","0","0","0","0",""
"100-580","01","0","0","0","0","CC"
"100-580","02","6","0","0","0","CC"
"100-580","03","0","0","0","0",""
"100-581","01","0","0","0","0","CC"
"100-581","02","8","0","0","0","CC"
"100-581","03","0","0","0","0",""
"100-582","01","0","0","0","0","CC"
"100-582","02","31","0","0","0","CC"
"100-582","03","0","0","0","0",""
"100-585","01","0","0","0","0","CC"
"100-585","02","0","0","0","0",""
"100-585","03","0","0","0","0",""
"100-587","02","66","0","0","0","CC"
"100-587","03","0","0","0","0",""
"100-588","02","3","0","0","0","CI"
"100-588","03","0","0","0","0",""
"100-610","01","0","0","0","0","CC"
"100-610","02","1","0","0","0","CC"
"100-610","03","0","0","0","0",""
"100-612","00","0","0","0","0",""
"100-612","01","0","0","0","0","CC"
"100-612","02","6","0","0","0","CC"
"100-612","03","0","0","0","0",""
"100-624","00","0","0","0","0",""
"100-624","01","0","0","0","0","CC"
"100-624","02","3","0","0","0","CC"
"100-624","03","0","0","0","0",""
"100-648","00","0","0","0","0",""
"100-648","01","0","0","0","0","CC"
"100-648","02","1","0","0","0","CX"
"100-648","03","0","0","0","0",""
"100-682","01","0","0","0","0","CC"
"100-682","02","3","0","0","0","CC"
"100-682","03","0","0","0","0",""
"100-685","01","0","0","0","0","CC"
"100-685","02","3","0","0","0","CC"
"100-685","03","0","0","0","0",""
"100-686","02","0","0","0","0","RP"
"100-686","03","0","0","0","0",""
"100-688","02","1","0","0","0","RP"
"100-688","03","0","0","0","0",""
"100-691-2","01","0","0","0","0","CC"
"100-691-2","02","0","0","0","0","CC"
"100-691-2","03","0","0","0","0",""
"100-710","00","0","0","0","0","CC"
"100-710","01","0","0","0","0","CC"
"100-710","02","3","0","0","0","CC"
"100-710","03","0","0","0","0",""
"100-712","00","0","0","0","0","CC"
"100-712","01","0","0","0","0","CC"
"100-712","02","3","0","0","0","CC"
"100-712","03","0","0","0","0",""
"100-724","00","0","0","0","0","CC"
"100-724","01","0","0","0","0","CC"
"100-724","02","1","0","0","0","CC"
"100-724","03","0","0","0","0",""
"100-748","00","0","0","0","0","CC"
"100-748","01","0","0","0","0","CC"
"100-748","02","3","0","0","0","CC"
"100-748","03","0","0","0","0",""
"1000054SBL-10C","02","0","0","0","0",""
"1000054SBL-10C","03","0","0","0","0",""
"FLK-771","03","0","0","0","0",""
"100035XXX","02","0","0","0","0",""
"100035XXX","03","0","0","0","0",""
"34-159-100","03","0","0","0","0",""
"1001212","02","0","0","0","0",""
"1001212","03","0","0","0","0",""
"1001830","02","0","0","0","0",""
"1001830","03","0","0","0","0",""
"1001830-1PC","02","0","0","0","0",""
"1001830-1PC","03","0","0","0","0",""
"100610","02","0","0","0","0",""
"100610","03","0","0","0","0",""
"10093","02","0","0","0","0",""
"10093","03","0","0","0","0",""
"100-P","00","0","0","0","0","RP"
"100-P","01","0","0","0","0","RP"
"100-P","02","0","0","0","0",""
"100-P","03","0","0","0","0",""
"10100","00","0","0","0","0","RP"
"10100","01","0","0","0","0","RP"
"10100","02","2","0","0","0","RP"
"10100","03","0","0","0","0",""
"10120","00","0","0","0","0","RP"
"10120","01","0","0","0","0","RP"
"10120","02","0","0","0","0",""
"10120","03","0","0","0","0",""
"10-140","00","0","0","0","0","RP"
"10-140","01","0","0","0","0","RP"
"10-140","02","9","0","0","0","RP"
"10-140","03","0","0","0","0",""
"101-S-P","00","0","0","0","0","RP"
"101-S-P","01","0","0","0","0","RP"
"101-S-P","02","0","0","0","0",""
"101-S-P","03","0","0","0","0",""
"10200-11","02","3","0","0","0","RI"
"10200-11","03","0","0","0","0",""
"10205-14","02","0","0","0","0",""
"10205-14","03","0","0","0","0",""
"10215-14","02","0","0","0","0",""
"10215-14","03","0","0","0","0",""
"10230-14","02","0","0","0","0",""
"10230-14","03","0","0","0","0",""
"10309","02","0","0","0","0",""
"10309","03","0","0","0","0",""
"10312","02","0","0","0","0",""
"1035-85ML","01","0","0","0","0","RP"
"1035-85ML","02","5","0","0","0","RP"
"1035-85ML","03","0","0","0","0",""
"103KVXXXZ","01","0","0","0","0",""
"103KVXXXZ","02","0","0","0","0",""
"103KVXXXZ","03","0","0","0","0",""
"10455","01","0","0","0","0","RI"
"10455","02","0","0","0","0",""
"10455","03","0","0","0","0",""
"105-116-100","00","0","0","0","0","RP"
"105-116-100","01","0","0","0","0","CC"
"105-116-100","02","20","0","0","0","CC"
"105-116-100","03","0","0","0","0",""
"105-116-1000","00","0","0","0","0","RP"
"105-116-1000","01","0","0","0","0","CP"
"105-116-1000","02","28","0","0","0","CC"
"105-116-1000","03","0","0","0","0",""
"105-116-50","01","0","0","0","0","RI"
"105-116-50","02","6","0","0","0","RI"
"105-116-50","03","0","0","0","0",""
"105-122-100","00","0","0","0","0","RP"
"105-122-100","01","0","0","0","0","CC"
"105-122-100","02","14","0","0","0","CC"
"105-122-100","03","0","0","0","0",""
"105-122-1000","00","0","0","0","0","RP"
"105-122-1000","01","0","0","0","0","CP"
"105-122-1000","02","6","0","0","0","CC"
"105-122-1000","03","0","0","0","0",""
"105-810-100","01","0","0","0","0",""
"105-810-100","02","2","0","0","0","RI"
"105-810-100","03","0","0","0","0",""
"105-812-100","02","3","0","0","0","RI"
"105-812-100","03","0","0","0","0",""
"105-814-100","02","2","0","0","0","RI"
"105-814-100","03","0","0","0","0",""
"105-816-100","02","2","0","0","0","RI"
"105-816-100","03","0","0","0","0",""
"105-818-100","02","8","0","0","0","RI"
"105-818-100","03","0","0","0","0",""
"105-820-100","02","4","0","0","0","RI"
"105-820-100","03","0","0","0","0",""
"105-822-100","02","8","0","0","0","RI"
"105-822-100","03","0","0","0","0",""
"105-824-100","02","5","0","0","0","RI"
"105-824-100","03","0","0","0","0",""
"105-826-100","02","3","0","0","0","RI"
"105-826-100","03","0","0","0","0",""
"105CGV","02","0","0","0","0",""
"105CGV","03","0","0","0","0",""
"105SCGV","02","0","0","0","0",""
"105SCGV","03","0","0","0","0",""
"108-1002-001","02","0","0","0","0",""
"108-1002-001","03","0","0","0","0",""
"MINI-01","02","3","0","0","0","CX"
"419D-1L","02","0","0","0","0",""
"1091M1-24V","01","0","0","0","0","RP"
"1091M1-24V","02","0","0","0","0",""
"1091M1-24V","03","0","0","0","0",""
"1095","00","0","0","0","0",""
"1095","01","0","0","0","0","RP"
"1095","02","0","0","0","0",""
"1095","03","0","0","0","0",""
"10C","01","0","0","0","0",""
"10C","02","0","0","0","0",""
"10C","03","0","0","0","0",""
"10RED-XX","02","2","0","0","0","RI"
"10RED-XX","03","0","0","0","0",""
"10TSD10-500","01","0","0","0","0",""
"10TSD10-500","02","26","0","0","0",""
"10TSD10-500","03","0","0","0","0",""
"11-2234","02","0","0","0","0",""
"11-2234","03","0","0","0","0",""
"11-2239","02","2","0","0","0","RI"
"11-2239","03","0","0","0","0",""
"11-2550","02","0","0","0","0",""
"11-2550","03","0","0","0","0",""
"11-2551","02","0","0","0","0",""
"11-2551","03","0","0","0","0",""
"11-2552","02","0","0","0","0",""
"11-2552","03","0","0","0","0",""
"11-450","00","0","0","0","0","RP"
"11-450","01","0","0","0","0","RI"
"11-450","02","11","0","0","0","RI"
"11-450","03","0","0","0","0",""
"11-450-10","00","0","0","0","0","RP"
"11-450-10","01","0","0","0","0","RI"
"11-450-10","02","4","0","0","0","RI"
"11-450-10","03","0","0","0","0",""
"11-455-10","00","0","0","0","0","RP"
"11-455-10","01","0","0","0","0",""
"11-455-10","02","0","0","0","0",""
"11-455-10","03","0","0","0","0",""
"NC10FXX-14-B","03","0","0","0","0",""
"PST-150-24","02","2","0","0","0","C"
"MS100","03","0","0","0","0",""
"11-465-10","00","0","0","0","0","RP"
"11-465-10","01","0","0","0","0","RI"
"11-465-10","02","10","0","0","0","RI"
"11-465-10","03","0","0","0","0",""
"11-465-2","00","0","0","0","0","RP"
"11-465-2","01","0","0","0","0","RI"
"11-465-2","02","0","0","0","0",""
"11-465-2","03","0","0","0","0",""
"MRC440V60","03","0","0","0","0",""
"FILM-0.012-5","02","65","0","0","0","R"
"MRC440V6","03","0","0","0","0",""
"MRC440V55","03","0","0","0","0",""
"MRC440V45","03","0","0","0","0",""
"MRC440V40","03","0","0","0","0",""
"MRC440V35","03","0","0","0","0",""
"11-475-2","02","0","0","0","0",""
"11-475-2","03","0","0","0","0",""
"11-510","00","0","0","0","0","RP"
"11-510","01","0","0","0","0","RP"
"11-510","02","0","0","0","0",""
"11-510","03","0","0","0","0",""
"110-102-5","00","0","0","0","0","RP"
"110-102-5","01","0","0","0","0","RP"
"110-102-5","02","0","0","0","0",""
"110-102-5","03","0","0","0","0",""
"110-103-5","00","0","0","0","0","RP"
"110-103-5","01","0","0","0","0","RP"
"110-103-5","02","0","0","0","0",""
"110-103-5","03","0","0","0","0",""
"110-104-5","00","0","0","0","0","RP"
"110-104-5","01","0","0","0","0","RP"
"110-104-5","02","0","0","0","0",""
"110-104-5","03","0","0","0","0",""
"110-105-5","00","0","0","0","0","RP"
"110-105-5","01","0","0","0","0","RP"
"110-105-5","02","0","0","0","0",""
"110-105-5","03","0","0","0","0",""
"110-112","00","0","0","0","0","RP"
"110-112","01","0","0","0","0","RP"
"110-112","02","0","0","0","0",""
"110-112","03","0","0","0","0",""
"110-162","00","0","0","0","0","RP"
"110-162","01","0","0","0","0","RP"
"110-162","02","0","0","0","0",""
"110-162","03","0","0","0","0",""
"110-165","00","0","0","0","0","RP"
"110-165","01","0","0","0","0","RP"
"110-165","02","0","0","0","0",""
"110-165","03","0","0","0","0",""
"110-172-2","00","0","0","0","0","RP"
"110-172-2","01","0","0","0","0","RP"
"110-172-2","02","0","0","0","0",""
"110-172-2","03","0","0","0","0",""
"110-302-100","00","0","0","0","0","RP"
"110-302-100","01","0","0","0","0","RP"
"110-302-100","02","1","0","0","0","RP"
"110-302-100","03","0","0","0","0",""
"110-302-5","00","0","0","0","0","RP"
"110-302-5","01","0","0","0","0","RP"
"110-302-5","02","14","0","0","0","RP"
"110-302-5","03","0","0","0","0",""
"110-303-100","00","0","0","0","0","RP"
"110-303-100","01","0","0","0","0","RP"
"110-303-100","02","2","0","0","0","RP"
"110-303-100","03","0","0","0","0",""
"110-303-5","00","0","0","0","0","RP"
"110-303-5","01","0","0","0","0","RP"
"110-303-5","02","3","0","0","0","RP"
"110-303-5","03","0","0","0","0",""
"110-304-100","00","0","0","0","0","RP"
"110-304-100","01","0","0","0","0","RP"
"110-304-100","02","1","0","0","0","RP"
"110-304-100","03","0","0","0","0",""
"110-304-5","00","0","0","0","0","RP"
"110-304-5","01","0","0","0","0","RP"
"110-304-5","02","10","0","0","0","RP"
"110-304-5","03","0","0","0","0",""
"110-305-100","00","0","0","0","0","RP"
"110-305-100","01","0","0","0","0","RP"
"110-305-100","02","3","0","0","0","RP"
"110-305-100","03","0","0","0","0",""
"110-305-5","00","0","0","0","0","RP"
"110-305-5","01","0","0","0","0","RP"
"110-305-5","02","2","0","0","0","RP"
"110-305-5","03","0","0","0","0",""
"110-502-100","00","0","0","0","0","RP"
"110-502-100","01","0","0","0","0","RP"
"110-502-100","02","17","10","14","0","RP"
"110-502-100","03","0","0","0","0",""
"110-502-5","00","0","0","0","0","RP"
"110-502-5","01","0","0","0","0","RP"
"110-502-5","02","4","0","3","0","RP"
"110-502-5","03","0","0","0","0",""
"110-503-100","00","0","0","0","0","RP"
"110-503-100","01","0","0","0","0","RP"
"110-503-100","02","0","0","0","0",""
"110-503-100","03","0","0","0","0",""
"110-503-5","00","0","0","0","0","RP"
"110-503-5","01","0","0","0","0","RP"
"110-503-5","02","0","0","0","0",""
"110-503-5","03","0","0","0","0",""
"110-503A-100","02","1","0","0","0","RI"
"110-503A-100","03","0","0","0","0",""
"110-504-100","00","0","0","0","0","RP"
"110-504-100","01","0","0","0","0","RP"
"110-504-100","02","2","0","2","0","RP"
"110-504-100","03","0","0","0","0",""
"110-504-5","00","0","0","0","0","RP"
"110-504-5","01","0","0","0","0","RP"
"110-504-5","02","5","0","0","0","RP"
"110-504-5","03","0","0","0","0",""
"110-505-100","00","0","0","0","0","RP"
"110-505-100","01","0","0","0","0","RP"
"110-505-100","02","15","0","14","0","RP"
"110-505-100","03","0","0","0","0",""
"110-505-5","00","0","0","0","0","RP"
"110-505-5","01","0","0","0","0","RP"
"110-505-5","02","11","0","9","0","RP"
"110-505-5","03","0","0","0","0",""
"110-506","00","0","0","0","0","RP"
"110-506","01","0","0","0","0","RI"
"110-506","02","0","0","0","0",""
"110-506","03","0","0","0","0",""
"110-509","00","0","0","0","0",""
"110-509","01","0","0","0","0",""
"110-509","02","0","0","0","0",""
"110-509","03","0","0","0","0",""
"110-512-100","00","0","0","0","0","RP"
"110-512-100","01","0","0","0","0","RP"
"110-512-100","02","2","0","0","0","RP"
"110-512-100","03","0","0","0","0",""
"110-512-5","00","0","0","0","0","RP"
"110-512-5","01","0","0","0","0","RP"
"110-512-5","02","7","0","0","0","RP"
"110-512-5","03","0","0","0","0",""
"55-557-2","00","0","0","0","0","RP"
"55-557-2","01","0","0","0","0","RP"
"55-557-2","02","7","0","0","0","RP"
"55-557-2","03","0","0","0","0",""
"110-562","00","0","0","0","0",""
"110-562","01","0","0","0","0",""
"110-562","02","0","0","0","0",""
"110-562","03","0","0","0","0",""
"110-562-10","00","0","0","0","0","RP"
"110-562-10","01","0","0","0","0","RP"
"110-562-10","02","5","0","0","0","RP"
"110-562-10","03","0","0","0","0",""
"110-562-2","00","0","0","0","0","RP"
"110-562-2","01","0","0","0","0","RP"
"110-562-2","02","7","0","0","0","RP"
"110-562-2","03","0","0","0","0",""
"110-564-2","00","0","0","0","0","RP"
"110-564-2","01","0","0","0","0","RP"
"110-564-2","02","0","0","0","0",""
"110-564-2","03","0","0","0","0",""
"110-565-2","00","0","0","0","0","RP"
"110-565-2","01","0","0","0","0","RP"
"110-565-2","02","0","0","0","0",""
"110-565-2","03","0","0","0","0",""
"110-572-5","00","0","0","0","0","RP"
"110-572-5","01","0","0","0","0","RP"
"110-572-5","02","7","0","0","0","RP"
"110-572-5","03","0","0","0","0",""
"110-582-5","00","0","0","0","0","RP"
"110-582-5","01","0","0","0","0","RP"
"110-582-5","02","6","0","0","0","RP"
"110-582-5","03","0","0","0","0",""
"110-585-5","02","0","0","0","0",""
"110-585-5","03","0","0","0","0",""
"110-7305","02","5","0","0","0","RP"
"110-7305","03","0","0","0","0",""
"110-7305-10","02","10","0","0","0","RI"
"110-7305-10","03","0","0","0","0",""
"110-7404","02","-2","0","-10","0","RP"
"110-7404","03","0","0","0","0",""
"110-7404-10","02","6","0","1","0","RP"
"110-7404-10","03","0","0","0","0",""
"110E","01","0","0","0","0","RI"
"110E","02","0","0","0","0",""
"110E","03","0","0","0","0",""
"111-150RGB-5","02","0","0","0","0",""
"111-150RGB-5","03","0","0","0","0",""
"111-150RGB-RM-5","02","0","0","0","0",""
"111-150RGB-RM-5","03","0","0","0","0",""
"111-300BU-0.5","02","0","0","0","0",""
"111-300BU-0.5","03","0","0","0","0",""
"111-300WH-0.5","02","0","0","0","0",""
"111-300WH-0.5","03","0","0","0","0",""
"111-300WH-5","02","0","0","0","0",""
"111-300WH-5","03","0","0","0","0",""
"111-300WW-5","02","0","0","0","0",""
"111-300WW-5","03","0","0","0","0",""
"111-320","02","8","0","0","0","RP"
"111-320","03","0","0","0","0",""
"111-321","02","0","0","0","0",""
"111-321","03","0","0","0","0",""
"111-322","02","0","0","0","0",""
"111-322","03","0","0","0","0",""
"111-324","02","0","0","0","0",""
"111-324","03","0","0","0","0",""
"111-325","02","0","0","0","0",""
"111-325","03","0","0","0","0",""
"111-326","02","0","0","0","0",""
"111-326","03","0","0","0","0",""
"111-327","02","0","0","0","0",""
"111-327","03","0","0","0","0",""
"111-328","02","0","0","0","0",""
"111-328","03","0","0","0","0",""
"111-329","02","0","0","0","0",""
"111-329","03","0","0","0","0",""
"111-330","02","0","0","0","0",""
"111-330","03","0","0","0","0",""
"111-331","02","0","0","0","0",""
"111-331","03","0","0","0","0",""
"111-332","02","0","0","0","0",""
"111-333","02","0","0","0","0",""
"111-333","03","0","0","0","0",""
"111-334","02","0","0","0","0",""
"111-334","03","0","0","0","0",""
"111-337","02","1","0","0","0","RX"
"111-337","03","0","0","0","0",""
"111-340","02","0","0","0","0",""
"111-340","03","0","0","0","0",""
"111-341","02","0","0","0","0",""
"111-341","03","0","0","0","0",""
"111-342","02","1","0","0","0","RP"
"111-342","03","0","0","0","0",""
"111-450RGB-RM-5","02","0","0","0","0",""
"111-450RGB-RM-5","03","0","0","0","0",""
"111-600BU-5","02","0","0","0","0",""
"111-600BU-5","03","0","0","0","0",""
"111-600GN-5","02","0","0","0","0",""
"111-600GN-5","03","0","0","0","0",""
"111-600RD-5","02","0","0","0","0",""
"111-600RD-5","03","0","0","0","0",""
"111-600WH-5","02","1","0","0","0","RP"
"111-600WH-5","03","0","0","0","0",""
"111-600YL-5","02","0","0","0","0",""
"111-600YL-5","03","0","0","0","0",""
"111-900WH-1","02","0","0","0","0",""
"111-900WH-1","03","0","0","0","0",""
"111-900WH-5","02","0","0","0","0",""
"111-900WH-5","03","0","0","0","0",""
"11101040","01","0","0","0","0","RP"
"11101040","02","1","0","0","0","RP"
"11101040","03","0","0","0","0",""
"112","01","0","0","0","0",""
"112","02","0","0","0","0",""
"112","03","0","0","0","0",""
"11221-4","01","0","0","0","0",""
"11221-4","02","0","0","0","0",""
"11221-4","03","0","0","0","0",""
"113878-00","02","0","0","0","0",""
"113878-00","03","0","0","0","0",""
"113891-00","02","0","0","0","0",""
"113891-00","03","0","0","0","0",""
"113892-00","02","0","0","0","0",""
"113892-00","03","0","0","0","0",""
"11455","01","0","0","0","0",""
"11455","02","0","0","0","0",""
"11455","03","0","0","0","0",""
"114990164-X","02","0","0","0","0",""
"114990164-X","03","0","0","0","0",""
"1154A","02","0","0","0","0",""
"1154A","03","0","0","0","0",""
"115676","02","0","0","0","0",""
"115676","03","0","0","0","0",""
"1168-L","01","0","0","0","0","RP"
"1168-L","02","0","0","0","0",""
"1168-L","03","0","0","0","0",""
"1168-14","02","4","0","0","0","RP"
"1168-14","03","0","0","0","0",""
"324-100WH","02","0","0","0","0",""
"1551KRBK","02","0","0","0","0","R"
"S-19341","02","0","0","0","0",""
"1181010","01","0","0","0","0","RP"
"1181010","02","2","0","0","0","R"
"1181010","03","0","0","0","0",""
"1181015","01","0","0","0","0","RP"
"1181015","02","3","0","0","0","RP"
"1181015","03","0","0","0","0",""
"1181025","01","0","0","0","0","RP"
"1181025","02","0","0","0","0",""
"1181025","03","0","0","0","0",""
"FTR31002","02","0","0","0","0",""
"HS-3/4BLK-X","02","0","0","0","0",""
"HS-3/4BLK-X","03","0","0","0","0",""
"S-HS-00510","02","0","0","0","0",""
"119","01","0","0","0","0","RP"
"119","02","0","0","0","0",""
"119","03","0","0","0","0",""
"PG1-4","","0","0","0","0",""
"11SM1-T","01","0","0","0","0","RI"
"11SM1-T","02","0","0","0","0","RX"
"11SM1-T","03","0","0","0","0",""
"12-040","00","0","0","0","0","RP"
"12-040","01","0","0","0","0",""
"12-040","02","0","0","0","0",""
"12-040","03","0","0","0","0",""
"12-044","00","0","0","0","0","RP"
"12-044","01","0","0","0","0","RP"
"12-044","02","0","0","0","0",""
"12-044","03","0","0","0","0",""
"12-10-ESD-025","02","12","0","0","0","R"
"12-10-ESD-025","03","0","0","0","0",""
"12-10-ESD-050","02","8","0","0","0","R"
"12-10-ESD-050","03","0","0","0","0",""
"12-10-ESD-075","02","3","0","0","0","R"
"12-10-ESD-075","03","0","0","0","0",""
"12-10-ESD-100","02","0","0","0","0",""
"12-10-ESD-100","03","0","0","0","0",""
"12-126","01","0","0","0","0","RI"
"12-126","02","0","0","0","0",""
"12-126","03","0","0","0","0",""
"12-2018","01","0","0","0","0","RI"
"12-2018","02","2","0","0","0","RP"
"12-2018","03","0","0","0","0",""
"12-204-0","00","0","0","0","0","RP"
"12-204-0","01","0","0","0","0",""
"12-204-0","02","0","0","0","0",""
"12-204-0","03","0","0","0","0",""
"12-204D-0","00","0","0","0","0","RP"
"12-204D-0","01","0","0","0","0",""
"12-204D-0","02","0","0","0","0",""
"12-204D-0","03","0","0","0","0",""
"12-225-0","00","0","0","0","0","RP"
"12-225-0","01","0","0","0","0","RI"
"12-225-0","02","0","0","0","0",""
"12-225-0","03","0","0","0","0",""
"12-235-0","00","0","0","0","0","RP"
